City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Longyearbyen,SJ,78.2186,15.6401,30.04,74,75,1.14,broken clouds
347,Kjopsvik,NO,68.097,16.3742,39.16,98,100,6.04,light rain
348,Venice,US,27.0998,-82.4543,79.14,77,75,10.36,broken clouds
349,Los Banos,PH,14.1667,121.1833,83.73,69,67,2.08,broken clouds
350,Faya,SA,18.3851,42.4509,62.71,12,3,6.33,clear sky
351,San Patricio,US,28.017,-97.5169,87.19,69,0,14.97,clear sky
352,Carlyle,US,38.6103,-89.3726,76.91,89,37,7.92,scattered clouds
353,Meiktila,MM,20.8667,95.8667,83.7,64,23,14.36,few clouds
354,Loreto,MX,22.2667,-101.9667,79.99,12,2,11.21,clear sky
355,Bilma,NE,18.6853,12.9164,78.71,19,0,12.44,clear sky
356,Santa Marta,CO,11.2408,-74.199,84.88,75,75,4.0,broken clouds
357,Juba,SS,4.8517,31.5825,71.01,88,99,1.5,light rain
358,Kawalu,ID,-7.3817,108.2082,78.75,84,96,1.79,overcast clouds
359,Tiznit,MA,29.5833,-9.5,60.04,76,0,1.43,clear sky
360,Hamilton,US,39.1834,-84.5333,78.64,62,0,4.61,clear sky
361,Bandarbeyla,SO,9.4942,50.8122,81.43,80,100,20.22,overcast clouds
362,Qaqortoq,GL,60.7167,-46.0333,31.19,75,55,2.04,broken clouds
363,Boffa,GN,10.1667,-14.0333,81.5,89,54,2.82,broken clouds
364,Lae,PG,-6.7221,146.9847,83.07,61,17,1.16,few clouds
365,Dunedin,NZ,-45.8742,170.5036,57.79,67,0,3.0,clear sky
366,Lashio,MM,22.9333,97.75,68.36,97,100,0.47,overcast clouds
367,Udachnyy,RU,66.4167,112.4,37.45,93,100,2.95,overcast clouds
368,Coahuayana,MX,18.7333,-103.6833,81.46,51,100,5.06,overcast clouds
369,Price,US,39.5994,-110.8107,84.11,10,0,6.91,clear sky
370,Atikokan,CA,48.7555,-91.6216,49.28,61,25,10.18,scattered clouds
371,Raga,SS,8.4596,25.678,73.15,85,100,0.72,light rain
372,Prince Albert,CA,53.2001,-105.7677,56.55,44,32,9.66,scattered clouds
373,Magelang,ID,-7.4706,110.2178,77.41,88,100,2.75,overcast clouds
374,Orlik,RU,52.5178,99.825,57.47,27,12,2.59,few clouds
375,Kulhudhuffushi,MV,6.6221,73.07,81.84,82,100,21.21,overcast clouds
376,Norman Wells,CA,65.282,-126.8329,55.44,44,75,16.11,broken clouds
377,Seguela,CI,7.9611,-6.6731,73.94,94,100,5.68,overcast clouds
378,Jinji,CN,23.2281,110.8261,61.36,88,100,3.53,overcast clouds
379,Uyuni,BO,-20.4597,-66.825,40.37,33,42,11.07,scattered clouds
380,Jacareacanga,BR,-6.2222,-57.7528,74.32,99,100,2.01,moderate rain
381,Aksarka,RU,66.5606,67.7975,45.37,86,75,10.92,broken clouds
382,Phangnga,TH,8.4509,98.5298,77.04,80,98,3.53,overcast clouds
383,Katsuura,JP,35.1333,140.3,59.88,95,100,4.9,light rain
384,Kodinsk,RU,58.6881,99.1844,66.7,33,14,1.28,few clouds
385,Corralillo,CU,22.9819,-80.5856,76.8,83,88,6.38,heavy intensity rain
386,Tateyama,JP,34.9833,139.8667,61.11,93,100,14.61,light rain
387,Nha Trang,VN,12.25,109.1833,82.4,80,95,4.38,overcast clouds
388,Amarante Do Maranhao,BR,-5.5667,-46.7422,73.24,94,100,2.93,heavy intensity rain
389,Saint-Augustin,CA,51.226,-58.6502,39.04,60,73,5.73,broken clouds
390,Vila Velha,BR,-20.3297,-40.2925,75.15,73,40,8.05,scattered clouds
391,Male,MV,4.1748,73.5089,84.15,84,75,23.02,broken clouds
392,Joao Pinheiro,BR,-17.7425,-46.1725,66.9,79,100,3.33,overcast clouds
393,Carroll,US,39.5501,-77.0164,69.03,86,50,1.01,scattered clouds
394,Mwinilunga,ZM,-11.7358,24.4293,51.78,71,0,4.34,clear sky
395,Deniliquin,AU,-35.5333,144.9667,62.85,56,6,10.98,clear sky
396,Montlucon,FR,46.3333,2.6,59.7,94,100,1.01,overcast clouds
397,Chilca,PE,-12.5211,-76.7372,62.78,89,10,7.74,clear sky
398,Cavalcante,BR,-13.7975,-47.4583,75.63,52,100,0.94,overcast clouds
399,Port Hedland,AU,-20.3167,118.5667,80.65,26,4,14.97,clear sky
400,Gombong,ID,-7.6072,109.5142,81.88,82,35,1.1,scattered clouds
401,Goundam,ML,16.4145,-3.6708,83.77,8,0,5.44,clear sky
402,Kaura Namoda,NG,12.5898,6.5779,85.95,14,20,4.21,few clouds
403,Atambua,ID,-9.1061,124.8925,81.36,64,0,1.97,clear sky
404,Baherden,TM,38.4362,57.4316,72.99,26,0,2.04,clear sky
405,Arua,UG,3.0201,30.9111,63.64,82,100,2.35,overcast clouds
406,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.37,83,100,4.12,overcast clouds
407,Rafaela,AR,-31.2503,-61.4867,52.99,45,0,5.01,clear sky
408,Olafsvik,IS,64.8945,-23.7142,47.16,92,100,14.7,overcast clouds
409,Pulgaon,IN,20.7333,78.3333,91.53,43,3,6.02,clear sky
410,Honningsvag,NO,70.9821,25.9704,38.95,81,100,14.97,overcast clouds
411,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,93,100,15.66,moderate rain
412,Numan,NG,9.4667,12.0333,84.65,46,52,3.56,broken clouds
413,Flin Flon,CA,54.7682,-101.865,35.2,95,100,9.75,light snow
414,Leningradskiy,RU,69.3833,178.4167,26.91,76,100,3.67,overcast clouds
415,Northam,GB,51.0333,-4.2167,57.61,93,100,8.75,overcast clouds
416,Pizarro,CO,4.9533,-77.366,79.02,87,74,3.29,light rain
417,Santa Isabel,BR,-23.3156,-46.2214,67.71,91,98,5.46,overcast clouds
418,Chapais,CA,49.7834,-74.8492,56.98,93,100,6.89,overcast clouds
419,Shitanjing,CN,39.2342,106.3439,60.96,8,0,19.26,clear sky
420,Indiana,US,40.0003,-86.2503,73.17,73,20,12.66,few clouds
421,Yei,SS,4.095,30.6779,68.38,89,100,2.24,overcast clouds
422,Angouleme,FR,45.65,0.15,63.03,91,100,1.14,overcast clouds
423,Gushikawa,JP,26.3544,127.8686,64.4,95,100,10.36,light rain
424,Toyooka,JP,35.5333,134.8333,60.85,77,75,2.3,broken clouds
425,Manokwari,ID,-0.8667,134.0833,82.6,71,97,9.71,overcast clouds
426,Dabat,ET,12.9842,37.765,60.69,50,5,2.37,clear sky
427,Ixtapa,MX,20.7,-105.2,80.22,65,0,11.5,clear sky
428,Forssa,FI,60.8146,23.6215,42.67,69,86,9.1,overcast clouds
429,Mandera,KE,3.9366,41.867,77.7,69,44,16.8,scattered clouds
430,Bell Ville,AR,-32.6259,-62.6887,43.66,42,0,7.81,clear sky
431,Marystown,CA,47.1666,-55.1483,40.86,100,100,9.95,overcast clouds
432,Trelew,AR,-43.249,-65.3051,47.77,77,0,8.08,clear sky
433,Yaring,TH,6.8662,101.3689,81.28,81,100,7.4,overcast clouds
434,Makakilo City,US,21.3469,-158.0858,79.12,66,100,12.66,light intensity drizzle
435,Mwingi,KE,-0.9344,38.0601,61.97,95,17,4.9,few clouds
436,Qujing,CN,25.4833,103.7833,51.13,86,100,4.27,overcast clouds
437,Fokino,RU,42.9836,132.4047,54.37,64,86,7.02,overcast clouds
438,Pengcheng,CN,36.4311,114.17,78.04,11,0,13.78,clear sky
439,Navirai,BR,-23.065,-54.1906,60.06,95,30,8.28,scattered clouds
440,Taoudenni,ML,22.6783,-3.9836,88.95,6,78,15.3,broken clouds
441,Luau,AO,-10.7073,22.2247,58.05,57,0,4.9,clear sky
442,Kavaratti,IN,10.5669,72.642,79.92,84,100,14.58,overcast clouds
443,Houma,US,29.5958,-90.7195,82.0,78,0,6.91,clear sky
444,Ayagoz,KZ,47.9714,80.4392,55.27,79,5,4.23,clear sky
445,Buin,CL,-33.7333,-70.75,61.74,33,68,1.14,broken clouds
446,Ostroda,PL,53.6967,19.9649,40.95,91,90,2.62,overcast clouds
447,Buluang,PH,13.3068,123.3425,85.19,65,100,3.71,overcast clouds
448,Cranbrook,CA,49.4999,-115.7688,53.44,76,100,3.44,overcast clouds
449,Uray,RU,60.1247,64.7758,48.83,84,12,5.21,few clouds
450,Talara,PE,-4.5772,-81.2719,66.22,85,96,17.05,overcast clouds
451,Mayumba,GA,-3.432,10.6554,76.95,93,80,4.23,broken clouds
452,Turiacu,BR,-1.6633,-45.3717,75.67,96,100,4.29,overcast clouds
453,Wanaka,NZ,-44.7,169.15,52.11,80,2,1.01,clear sky
454,Gat,IL,31.61,34.7642,65.39,86,38,0.81,scattered clouds
455,Southbridge,US,42.0751,-72.0334,69.93,99,100,6.02,overcast clouds
456,Colesberg,ZA,-30.72,25.0972,51.64,39,0,4.83,clear sky
457,Rincon,US,32.296,-81.2354,75.83,83,75,0.0,broken clouds
458,Dobruska,CZ,50.292,16.16,52.65,74,76,3.38,broken clouds
459,Rawson,AR,-43.3002,-65.1023,49.35,74,13,11.14,few clouds
460,Acarau,BR,-2.8856,-40.12,77.34,90,60,10.65,broken clouds
461,Belaya Gora,RU,68.5333,146.4167,26.62,80,100,16.84,overcast clouds
462,Ola,RU,59.5833,151.2833,41.14,84,86,26.93,overcast clouds
463,Erzin,TR,36.9559,36.2,59.36,90,9,2.62,clear sky
464,Oak Harbor,US,48.2932,-122.6432,61.05,94,100,21.85,mist
465,Kholmogory,RU,64.2229,41.656,39.52,88,22,6.15,few clouds
466,Whitehorse,CA,60.7161,-135.0538,50.77,34,75,10.36,broken clouds
467,Chicama,PE,-7.8447,-79.1469,61.34,73,76,4.45,broken clouds
468,Lasa,IT,46.6166,10.7002,65.28,91,93,1.92,overcast clouds
469,Daru,PG,-9.0763,143.2092,82.76,63,5,3.56,clear sky
470,Shimoda,JP,34.6667,138.95,59.36,93,100,9.53,light rain
471,Manzanillo,CU,20.3433,-77.1167,74.52,88,87,10.04,light rain
472,Eureka,US,40.8021,-124.1637,72.75,73,0,5.99,clear sky
473,Wakkanai,JP,45.4094,141.6739,55.38,67,40,27.63,scattered clouds
474,Asau,RO,46.4333,26.4,54.52,95,87,1.79,overcast clouds
475,Mokokchung,IN,26.3333,94.5333,63.59,94,100,2.57,heavy intensity rain
476,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,68,40,5.75,scattered clouds
477,Havre-Saint-Pierre,CA,50.2334,-63.5986,41.36,60,75,14.97,broken clouds
478,Menzelinsk,RU,55.7271,53.1026,49.91,94,100,3.13,light rain
479,Ilinskiy,RU,55.619,38.1182,49.71,71,0,6.71,clear sky
480,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,47.84,68,3,8.68,clear sky
481,Waitati,NZ,-45.75,170.5667,56.8,64,0,6.29,clear sky
482,Luderitz,NA,-26.6481,15.1594,71.6,27,44,7.18,scattered clouds
483,Civitanova Marche,IT,43.307,13.7206,66.85,81,22,4.0,few clouds
484,Saint-Georges,GD,12.0564,-61.7485,78.48,89,20,13.8,few clouds
485,Prosperous,IE,53.2903,-6.7539,57.25,96,100,5.77,moderate rain
486,Alta Floresta,BR,-9.8756,-56.0861,73.4,92,50,3.2,scattered clouds
487,Mogzon,RU,51.7435,111.9606,57.06,30,95,5.84,overcast clouds
488,Alexandria,EG,31.2156,29.9553,64.36,72,0,5.75,clear sky
489,Staryy Nadym,RU,65.6118,72.6842,47.01,81,24,7.43,few clouds
490,Constantine,DZ,36.365,6.6147,63.81,67,75,2.3,broken clouds
491,Port Blair,IN,11.6667,92.75,83.75,77,95,7.07,overcast clouds
492,Mega,ET,4.05,38.3,57.42,96,80,12.33,broken clouds
493,Sayyan,YE,15.1718,44.3244,57.54,19,0,4.03,clear sky
494,Seoul,KR,37.5683,126.9778,62.2,45,0,8.05,clear sky
495,Samarai,PG,-10.6167,150.6667,82.81,69,1,5.32,clear sky
496,Zhuanghe,CN,39.7008,122.9911,66.33,40,23,2.66,few clouds
497,Kilindoni,TZ,-7.9139,39.6668,80.67,68,1,16.58,clear sky
498,Bara,NG,10.3744,10.7288,83.84,54,33,7.02,scattered clouds
499,Bilokurakyne,UA,49.5341,38.7307,45.9,95,18,10.51,few clouds
500,Rio Gallegos,AR,-51.6226,-69.2181,48.25,66,75,19.57,broken clouds
501,Tupik,RU,54.4253,119.9327,53.58,44,95,13.96,overcast clouds
502,Mahanje,TZ,-9.9333,35.3333,59.67,89,56,1.28,broken clouds
503,Chernyshevskiy,RU,63.0128,112.4714,39.63,84,100,6.4,overcast clouds
504,Teguise,ES,29.0605,-13.564,62.82,82,0,8.05,clear sky
505,Tautira,PF,-17.7333,-149.15,81.25,72,100,14.41,light rain
506,Saint-Louis,SN,16.3333,-15.0,92.84,11,53,8.25,broken clouds
507,Filingue,NE,14.3521,3.3168,95.79,18,99,5.28,overcast clouds
508,Namibe,AO,-15.1961,12.1522,71.15,62,8,7.94,clear sky
509,Ereymentau,KZ,51.6199,73.1033,60.87,53,100,11.18,overcast clouds
510,Karla,EE,59.3723,24.9275,44.56,70,0,16.11,clear sky
511,Morant Bay,JM,17.8815,-76.4093,82.02,86,100,10.6,overcast clouds
512,Kalmunai,LK,7.4167,81.8167,79.74,77,19,5.77,few clouds
513,Yenagoa,NG,4.9247,6.2642,76.89,95,100,2.84,overcast clouds
514,Khasan,RU,42.4308,130.6434,56.93,59,65,7.27,broken clouds
515,Aberdeen,GB,57.1437,-2.0981,49.19,95,100,8.05,overcast clouds
516,Elizabeth City,US,36.2946,-76.2511,75.22,82,0,10.36,clear sky
517,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,86,40,5.75,scattered clouds
518,Warrnambool,AU,-38.3833,142.4833,56.8,72,78,17.74,broken clouds
519,Launceston,AU,-41.45,147.1667,54.81,65,40,21.85,scattered clouds
520,Bolivar,US,37.6145,-93.4105,70.57,81,34,9.28,scattered clouds
521,Podyuga,RU,61.095,40.8647,44.28,97,92,6.91,overcast clouds
522,Bosconia,CO,9.9689,-73.8836,79.63,86,99,0.67,overcast clouds
523,Talnakh,RU,69.4865,88.3972,38.21,90,100,10.6,overcast clouds
524,Mayo,US,38.8876,-76.5119,71.58,91,40,1.99,light rain
525,Nuuk,GL,64.1835,-51.7216,29.88,58,0,11.01,clear sky
526,Karasjok,NO,69.4719,25.5112,33.87,100,100,9.13,light snow
527,Souillac,MU,-20.5167,57.5167,73.78,88,40,11.5,light rain
528,Kamaishi,JP,39.2667,141.8833,57.58,60,100,10.22,overcast clouds
529,Waipawa,NZ,-41.4122,175.5153,55.74,97,100,4.9,overcast clouds
530,Carman,CA,49.4992,-98.0016,62.94,51,65,10.36,broken clouds
531,Pringsewu,ID,-5.3582,104.9744,73.38,95,100,6.06,overcast clouds
532,Puerto Escondido,MX,15.85,-97.0667,84.92,72,50,7.47,scattered clouds
533,Naze,JP,28.3667,129.4833,59.92,86,100,11.77,overcast clouds
534,Antalaha,MG,-14.9003,50.2788,71.17,83,24,6.98,few clouds
535,Arenys De Mar,ES,41.5819,2.5494,69.31,44,79,1.99,broken clouds
536,Myitkyina,MM,25.3833,97.4,73.83,97,100,2.26,overcast clouds
537,Podor,MR,16.6527,-14.9587,93.15,29,0,2.3,clear sky
538,Deputatskiy,RU,69.3,139.9,20.37,94,100,16.93,light snow
539,Lovozero,RU,68.005,35.0117,37.31,81,71,2.3,broken clouds
540,Carlsbad,US,33.1581,-117.3506,86.72,73,0,11.5,haze
541,Saint Anthony,US,45.0205,-93.218,71.53,28,40,19.57,scattered clouds
542,Margate,GB,51.3813,1.3862,60.69,83,100,1.01,overcast clouds
543,Lima,PE,-12.0432,-77.0282,66.9,74,0,9.22,clear sky
544,Iwanai,JP,42.9744,140.5089,61.68,43,0,8.52,clear sky
545,Ulaangom,MN,49.9811,92.0667,63.91,18,100,2.39,overcast clouds
546,Sept-Iles,CA,50.2001,-66.3821,43.32,71,100,17.27,overcast clouds
547,Cockburn Town,TC,21.4612,-71.1419,79.02,83,100,19.8,overcast clouds
548,Miyako,JP,39.6367,141.9525,58.26,50,100,6.96,overcast clouds
549,Bronnoysund,NO,65.4625,12.1997,39.2,87,100,9.22,overcast clouds
550,Solwezi,ZM,-12.1688,26.3894,49.64,75,0,3.94,clear sky
551,Katete,UG,-0.7818,29.7544,58.91,96,92,3.42,overcast clouds
552,Isabela,PH,6.7085,121.9711,80.65,76,92,2.64,light rain
553,Omboue,GA,-1.5746,9.2618,77.94,93,100,5.97,overcast clouds
554,Corinto,GR,37.9407,22.9573,65.41,72,1,3.47,clear sky
555,Sandnessjoen,NO,66.0217,12.6316,37.65,91,100,5.01,light rain
556,Gorontalo,ID,0.5412,123.0595,84.2,80,100,1.25,overcast clouds
557,Vityazevo,RU,44.9931,37.2719,52.21,93,0,4.47,clear sky
558,Upata,VE,8.0086,-62.3989,77.2,87,100,5.37,overcast clouds
559,Banepa,NP,27.6298,85.5214,66.52,94,75,0.0,mist
560,Verkhnyaya Toyma,RU,62.2349,44.9985,44.49,96,100,6.04,overcast clouds
561,Turbat,PK,26.0023,63.044,83.7,15,0,5.19,clear sky
562,Celestun,MX,20.8667,-90.4,78.08,69,0,15.14,clear sky
563,Anadyr,RU,64.75,177.4833,43.3,56,0,22.37,clear sky
564,Nioki,CD,-2.7167,17.6833,73.9,83,93,0.45,overcast clouds
565,Visby,SE,57.6409,18.296,48.81,81,19,8.05,few clouds
566,Surt,LY,31.2089,16.5887,69.94,38,0,13.13,clear sky
567,Buribay,RU,51.9617,58.1592,49.53,95,92,8.37,overcast clouds
568,Reconquista,AR,-29.15,-59.65,50.14,58,0,6.71,clear sky
569,Casablanca,MA,33.5928,-7.6192,69.33,73,20,8.99,few clouds
570,Centralia,US,46.7162,-122.9543,64.35,69,75,6.91,broken clouds
571,Fujinomiya,JP,35.2167,138.6167,60.17,93,100,3.4,light rain
572,Akcakoca,TR,41.0866,31.1162,57.22,73,11,3.83,few clouds
573,Metu,ET,8.3,35.5833,58.96,98,100,2.21,moderate rain
574,Hobyo,SO,5.3505,48.5268,79.47,81,3,24.4,clear sky
575,Ihosy,MG,-22.4,46.1167,57.06,97,27,5.73,scattered clouds
576,Santa Isabel Do Para,BR,-1.2986,-48.1606,76.82,98,100,3.38,overcast clouds
577,Ouango,CF,4.3133,22.5552,70.02,88,10,0.51,clear sky
578,Mildura,AU,-34.2,142.15,64.08,73,5,15.23,clear sky
579,Les Escoumins,CA,48.1111,-69.0236,38.55,83,100,8.57,overcast clouds
580,Sur,OM,22.5667,59.5289,82.36,59,0,5.26,clear sky
581,Muswellbrook,AU,-32.2667,150.9,68.74,55,0,7.83,clear sky
582,Jalu,LY,29.0331,21.5482,70.92,34,0,9.71,clear sky
583,Cheney,US,47.4874,-117.5758,68.34,53,100,10.36,overcast clouds
584,Lahaina,US,20.8783,-156.6825,89.6,73,29,9.31,scattered clouds
585,Agdas,AZ,40.65,47.4761,58.87,62,100,5.39,overcast clouds
586,Karratha,AU,-20.7377,116.8463,78.31,30,9,18.9,clear sky
587,Grand Gaube,MU,-20.0064,57.6608,73.8,89,34,1.01,heavy intensity rain
588,Malanje,AO,-9.5402,16.341,61.95,71,77,3.44,broken clouds
589,Starogard Gdanski,PL,53.964,18.5264,45.1,100,98,2.39,overcast clouds
590,Rio Grande,BR,-32.035,-52.0986,50.95,73,5,11.43,clear sky
591,Manbij,SY,36.5281,37.9549,58.77,81,0,14.32,clear sky
592,Yeppoon,AU,-23.1333,150.7333,76.78,76,26,8.41,scattered clouds
593,Kontagora,NG,10.3999,5.4695,81.18,60,100,3.22,overcast clouds
594,Lahij,YE,13.1667,44.5833,81.64,28,0,3.76,clear sky
595,Broken Hill,AU,-31.95,141.4333,62.83,52,1,7.09,clear sky
596,Kargasok,RU,59.0556,80.8572,56.19,70,25,7.14,scattered clouds
597,Okha,RU,53.5739,142.9478,35.76,99,100,7.0,overcast clouds
598,Nuevo Progreso,MX,23.1667,-97.95,82.54,60,0,5.01,clear sky
599,Hrodna,BY,53.6884,23.8258,38.89,94,0,6.91,clear sky
600,Shingu,JP,33.7333,135.9833,58.93,85,100,2.98,overcast clouds
601,Krasnyy Chikoy,RU,50.3643,108.7512,62.96,24,98,3.78,overcast clouds
602,Ilhabela,BR,-23.7781,-45.3581,70.9,87,24,5.41,few clouds
603,Guanica,PR,17.9716,-66.908,80.51,79,11,13.13,few clouds
604,Ust-Ishim,RU,57.6935,71.1665,51.39,91,100,4.23,light rain
605,Victoria Point,AU,-27.5833,153.3,79.07,93,2,1.01,clear sky
606,Newport,GB,51.5877,-2.9984,59.77,89,100,5.23,light rain
607,Paranaiba,BR,-19.6772,-51.1908,67.23,95,100,4.5,overcast clouds
608,Komatipoort,ZA,-25.4332,31.9548,61.2,96,0,4.63,clear sky
609,Namatanai,PG,-3.6667,152.4333,84.87,62,100,2.19,overcast clouds
610,Muhos,FI,64.808,25.9931,38.98,80,100,3.56,overcast clouds
611,Jieshou,CN,33.2634,115.3611,72.72,33,73,12.1,broken clouds
612,Salcedo,PH,12.8105,121.4674,84.76,70,100,2.89,overcast clouds
613,Bakel,SN,14.905,-12.4568,91.45,11,2,8.88,clear sky
614,Parczew,PL,51.6402,22.9006,44.26,77,80,3.22,broken clouds
615,Duldurga,RU,50.6761,113.5931,59.2,30,9,3.76,clear sky
616,Nichinan,JP,31.6,131.3667,60.48,88,100,0.63,moderate rain
617,Porto Novo,BJ,6.4965,2.6036,84.02,86,100,4.63,overcast clouds
618,Kusa,RU,55.3383,59.4406,45.19,89,100,1.9,overcast clouds
619,Santander,ES,43.4647,-3.8044,66.45,72,0,4.0,clear sky
620,Green River,US,41.5286,-109.4662,77.18,26,66,5.99,broken clouds
621,Codrington,AU,-38.2667,141.9667,55.17,68,95,14.47,overcast clouds
622,Balykshi,KZ,47.0667,51.8667,51.8,93,15,4.47,mist
623,Boundiali,CI,9.5217,-6.4869,77.31,71,83,4.52,broken clouds
624,Zwedru,LR,6.0667,-8.1281,73.15,99,100,2.3,overcast clouds
625,Rocha,UY,-34.4833,-54.3333,47.88,58,55,9.71,broken clouds
626,Mana,GF,5.6592,-53.7767,78.01,92,100,8.1,light rain
627,Eydhafushi,MV,5.1033,73.0708,81.95,79,100,21.79,moderate rain
628,Avera,US,33.194,-82.5271,76.55,74,94,5.91,overcast clouds
629,Tigil,RU,57.8,158.6667,49.12,58,100,11.07,overcast clouds
630,Astana,KZ,51.1801,71.446,58.95,55,20,8.95,few clouds
631,Martinez,US,38.0194,-122.1341,81.25,54,0,16.11,clear sky
632,Lingao,CN,19.9103,109.6859,71.71,94,100,14.05,overcast clouds
633,Hemnesberget,NO,66.2333,13.6333,38.12,88,94,5.91,overcast clouds
634,Sarankhola,BD,22.3082,89.7897,85.32,80,100,11.1,overcast clouds
635,Cruzeiro Do Sul,BR,-29.5128,-51.9853,59.97,95,100,6.2,overcast clouds
636,Itaberai,BR,-16.0203,-49.8103,71.91,58,51,2.98,broken clouds
637,Gao,ML,16.6362,1.637,90.91,25,75,7.52,broken clouds
638,Fuquay-Varina,US,35.5843,-78.8,77.95,78,100,5.57,overcast clouds
639,Matagami,CA,49.7502,-77.6328,69.91,49,75,2.3,light rain
640,Ambulu,ID,-8.345,113.6058,79.93,78,11,2.33,few clouds
641,Waiuku,NZ,-37.25,174.75,69.26,88,100,10.8,overcast clouds
642,Villa Bruzual,VE,9.3328,-69.1208,79.59,68,100,3.65,overcast clouds
643,Kutum,SD,14.2,24.6667,72.45,54,98,13.62,overcast clouds
644,Pucallpa,PE,-8.3791,-74.5539,80.64,89,20,3.44,few clouds
645,Zyryanka,RU,65.75,150.85,33.3,88,100,2.86,overcast clouds
646,Roma,US,43.2128,-75.4557,70.09,94,100,3.33,overcast clouds
647,Wajir,KE,1.7471,40.0573,77.32,70,100,12.41,overcast clouds
648,Chumikan,RU,54.7183,135.315,43.34,60,94,12.68,overcast clouds
649,Kadoma,JP,34.7333,135.5833,67.17,55,75,4.61,broken clouds
650,Alappuzha,IN,9.49,76.3264,79.25,83,100,8.23,overcast clouds
651,El Campo,US,29.1966,-96.2697,83.26,57,0,11.5,clear sky
652,Mafinga,TZ,-7.25,35.0667,68.02,66,86,3.67,overcast clouds
653,Idritsa,RU,56.3316,28.8988,37.54,84,6,8.57,clear sky
654,Beira,MZ,-19.8436,34.8389,77.09,73,40,9.22,scattered clouds
655,Kathmandu,NP,27.7167,85.3167,68.22,94,75,0.0,mist
656,Boyolangu,ID,-8.1181,111.8935,81.19,77,71,2.71,broken clouds
657,Concepcion Del Oro,MX,24.6333,-101.4167,76.14,13,1,14.74,clear sky
658,Ahipara,NZ,-35.1667,173.1667,68.4,77,2,12.3,clear sky
659,Kazachinskoye,RU,57.6953,93.2761,61.61,74,99,5.68,overcast clouds
660,Emporia,US,38.4039,-96.1817,70.52,80,51,9.19,broken clouds
661,Harbour Breton,CA,47.4833,-55.7983,41.16,84,99,9.1,overcast clouds
662,Appleton,US,44.2619,-88.4154,69.89,69,100,8.95,overcast clouds
663,Blagodatnoye,RU,45.3997,42.5867,54.52,91,0,11.05,clear sky
664,Paamiut,GL,61.994,-49.6678,32.86,76,5,9.84,clear sky
665,Kudahuvadhoo,MV,2.6708,72.8944,83.64,75,100,18.14,overcast clouds
666,Santa Rosa,PH,14.3122,121.1114,86.11,77,77,3.29,broken clouds
667,Yaan,NG,7.3833,8.5667,77.09,85,45,5.59,scattered clouds
668,Hengyang,CN,26.8881,112.615,61.63,82,100,3.6,overcast clouds
669,Pochutla,MX,15.7432,-96.4661,85.82,60,100,7.2,overcast clouds
670,Urucui,BR,-7.2294,-44.5561,81.05,62,100,3.96,light rain
671,Burhaniye,TR,39.5004,26.9727,64.71,75,24,4.38,few clouds
672,Sinnamary,GF,5.3833,-52.95,78.21,92,100,9.53,moderate rain
673,Nardaran,AZ,40.5561,50.0056,58.64,82,0,2.3,clear sky
674,Oistins,BB,13.0667,-59.5333,80.69,83,75,21.85,broken clouds
675,Patacamaya,BO,-17.2333,-67.9167,45.61,68,24,5.37,few clouds
676,Jieshi,CN,22.8134,115.8257,66.0,89,100,12.44,overcast clouds
677,Bor,RU,56.3567,44.0669,46.33,91,22,5.7,few clouds
678,Tukrah,LY,32.5341,20.5791,64.83,53,0,3.27,clear sky
679,Najran,SA,17.4924,44.1277,66.85,9,5,1.7,clear sky
680,Natchitoches,US,31.7668,-93.1335,86.85,65,0,0.0,clear sky
681,Husavik,IS,66.0449,-17.3389,45.55,84,11,9.04,few clouds
682,Puerto Ayacucho,VE,5.6639,-67.6236,79.57,84,100,5.21,overcast clouds
683,Khorixas,NA,-20.3667,14.9667,68.25,26,4,11.43,clear sky
684,Manono,CD,-7.3,27.4167,71.44,59,84,3.65,broken clouds
685,Salinas,US,36.6777,-121.6555,77.0,71,75,10.36,broken clouds
686,Sakakah,SA,29.9697,40.2064,76.57,28,20,9.13,few clouds
